date,irrigation-ban,precipitation,sunshine,temperature,real_consumption
2018-10-19,0.0,0.3,6.614444444444445,8.379166666666666,18134.0
2018-10-20,0.0,0.0,5.911666666666667,10.641666666666667,17728.0
2018-10-21,0.0,0.3,0.0,12.354166666666666,19158.0
2018-10-22,0.0,2.6,7.198333333333333,10.604166666666666,17767.0
2018-10-23,0.0,0.7,6.098333333333334,10.85,17180.0
2018-10-24,0.0,0.2,7.530555555555556,7.095833333333334,17960.0
2018-10-25,0.0,1.2,8.991944444444444,9.85,17011.0
2018-10-26,0.0,18.3,0.0,3.8333333333333335,17414.0
2018-10-27,0.0,0.1,0.4311111111111111,2.158333333333333,16409.0
2018-10-28,0.0,0.0,4.0441666666666665,1.3125,16720.0
2018-10-29,0.0,1.3,0.6497222222222222,2.1958333333333333,17031.0
2018-10-30,0.0,2.3,0.0,7.4375,17678.0
2018-10-31,0.0,0.0,0.8166666666666667,8.241666666666667,17318.0
2018-11-01,0.0,0.0,3.185277777777778,8.866666666666667,18770.0
2018-11-02,0.0,0.1,0.0,10.091666666666667,15838.0
2018-11-03,0.0,0.0,5.866111111111112,9.104166666666666,15947.0
2018-11-04,0.0,0.0,4.111944444444444,7.8625,16448.0
2018-11-05,0.0,0.5,0.0,8.908333333333333,15660.0
2018-11-06,0.0,0.0,3.643055555555556,11.329411764705881,14708.0
2018-11-07,0.0,0.0,2.6822222222222223,9.950000000000001,15036.0
2018-11-08,0.0,0.3,0.0,8.9625,15345.0
2018-11-09,0.0,0.7,0.0,8.775,15128.0
2018-11-10,0.0,8.5,0.0,9.091666666666667,14761.0
2018-11-11,0.0,9.3,0.0,10.195833333333333,16042.0
2018-11-12,0.0,1.5,0.0,10.275,16168.0
2018-11-13,0.0,1.9,0.0,9.291666666666666,15189.0
2018-11-14,0.0,2.0,0.3983333333333333,9.804166666666667,16247.0
2018-11-15,0.0,0.0,0.3483333333333333,9.870833333333334,16020.0
2018-11-16,0.0,0.0,6.734722222222223,7.7375,15414.0
2018-11-17,0.0,0.0,0.0,6.854166666666667,16215.000000000002
2018-11-18,0.0,0.0,5.081388888888889,5.7124999999999995,17191.0
2018-11-19,0.0,0.0,4.431111111111111,3.5041666666666664,15797.0
2018-11-20,0.0,0.0,6.749722222222222,2.795833333333333,16555.0
2018-11-21,0.0,0.0,1.6602777777777775,2.6666666666666665,16343.0
2018-11-22,0.0,0.0,0.0,2.0375,17262.0
2018-11-23,0.0,0.1,0.0,-0.008333333333333331,15229.0
2018-11-24,0.0,0.0,0.0,-0.6291666666666668,15716.0
2018-11-25,0.0,0.0,6.756944444444445,-2.1374999999999997,16838.0
2018-11-26,0.0,0.0,0.54,-3.158333333333333,16623.0
2018-11-27,0.0,0.0,6.8275,-3.8375,16394.0
2018-11-28,0.0,1.4,3.953333333333333,-2.1999999999999997,16124.0
2018-11-29,0.0,14.8,0.0,2.4833333333333334,16795.0
2018-11-30,0.0,0.0,0.0,4.4375,16738.0
2018-12-01,0.0,0.6,0.0,6.395833333333333,16545.0
2018-12-02,0.0,4.0,0.0,6.1625000000000005,17069.0
2018-12-03,0.0,3.2,0.0,8.158333333333333,17027.0
2018-12-04,0.0,0.0,1.351388888888889,5.983333333333333,17397.0
2018-12-05,0.0,0.0,4.990555555555556,2.7875,17228.0
2018-12-06,0.0,7.1,0.0,3.845833333333333,16555.0
2018-12-07,0.0,12.2,0.0,6.545833333333333,16389.0
2018-12-08,0.0,4.4,0.0,6.8875,17261.0
2018-12-09,0.0,0.0,0.0,3.6625,18262.0
2018-12-10,0.0,0.0,0.1261111111111111,4.141666666666667,17555.0
2018-12-11,0.0,0.0,0.4902777777777777,2.9458333333333333,16088.0
2018-12-12,0.0,0.0,0.0,1.6375,16864.0
2018-12-13,0.0,0.0,0.0,0.42083333333333334,16269.0
2018-12-14,0.0,0.0,0.0,0.8416666666666667,16660.0
2018-12-15,0.0,0.0,0.3066666666666666,0.6833333333333332,16479.0
2018-12-16,0.0,1.0,0.0,1.4458333333333335,17857.0
2018-12-17,0.0,0.0,0.0,-0.016666666666666663,16832.0
2018-12-18,0.0,0.2,0.1225,-1.075,17046.0
2018-12-19,0.0,1.3,0.0,3.275,18120.0
2018-12-20,0.0,0.2,0.0,2.4916666666666667,17782.0
2018-12-21,0.0,0.7,0.0,1.6458333333333333,17283.0
2018-12-22,0.0,0.0,0.0,-0.3,18777.0
2018-12-23,0.0,0.0,0.0,-1.1624999999999999,19577.0
2018-12-24,0.0,0.0,0.0038888888888888,-2.495833333333333,18324.0
2018-12-25,0.0,0.0,2.076388888888889,6.058333333333334,17570.0
2018-12-26,0.0,0.5,3.6180555555555554,3.65,16963.0
2018-12-27,0.0,0.0,1.257777777777778,6.925,16765.0
2018-12-28,0.0,2.3,5.436944444444444,2.3958333333333335,14038.0
2018-12-29,0.0,4.7,0.0,5.758333333333333,13141.0
2018-12-30,0.0,0.0,5.351111111111111,1.6875,13596.0
2018-12-31,0.0,0.2,0.0,4.3999999999999995,14715.0
2019-01-01,0.0,0.0,3.658888888888889,6.966666666666666,15009.587220892876
2019-01-02,0.0,0.0,6.089166666666666,1.6166666666666665,15085.566005647295
2019-01-03,0.0,0.0,2.596388888888889,1.0541666666666667,15097.042950266008
2019-01-04,0.0,0.0,4.251666666666667,2.4833333333333334,14994.647629866911
2019-01-05,0.0,0.0,5.428611111111112,1.8458333333333332,15028.656742976907
2019-01-06,0.0,0.3,1.4494444444444443,1.7791666666666668,15032.080379754669
2019-01-07,0.0,7.8,0.0,4.008333333333334,14814.926027580132
2019-01-08,0.0,0.0,0.0,3.108333333333333,14984.742395023944
2019-01-09,0.0,0.0,6.145555555555555,0.14166666666666666,15014.82050194704
2019-01-10,0.0,1.0,0.0,-0.1166666666666667,15030.999649538991
2019-01-11,0.0,0.0,1.5630555555555556,3.4499999999999997,15010.778687533944
2019-01-12,0.0,1.1,0.5144444444444445,0.5958333333333333,15009.726793678954
2019-01-13,0.0,1.5,0.0,2.35,15007.48365307652
2019-01-14,0.0,0.0,5.060833333333333,1.7041666666666666,14945.301197188395
2019-01-15,0.0,4.3,0.0,0.9708333333333333,14969.15995302682
2019-01-16,0.0,1.4,0.0,4.5249999999999995,14984.635722772871
2019-01-17,0.0,0.0,1.6716666666666666,-1.9666666666666668,14986.168589081257
2019-01-18,0.0,0.0,6.103055555555556,-3.466666666666667,14984.0902961444
2019-01-19,0.0,0.0,0.8,0.00833333333333336,14982.439944248456
2019-01-20,0.0,1.2,0.7172222222222222,-1.1500000000000001,14980.424635975634
2019-01-21,0.0,3.2,0.0,1.4791666666666667,14977.041563356568
2019-01-22,0.0,0.2,0.0477777777777777,0.8291666666666666,14973.240503403194
2019-01-23,0.0,0.0,1.0711111111111111,-1.8083333333333336,14970.022889469405
2019-01-24,0.0,0.0,0.0,-2.495833333333333,14967.629551912303
2019-01-25,0.0,0.6,1.0272222222222225,-2.4583333333333335,14965.949380435928
